,competence,tube,skill_id,level,challenge_id,instruction,delta,alpha,type,timer,hasEmbedUrl,pedagogy,format
484,1.3,@qualiData,recpat1vIILSfkJnW,7,rec2YutK9lkum2zOi,"Ajoutez à la liste de contacts Ana Le goff, inscrite le 27 novembre 2015, dans la catégorie I.

Puis triez les contacts en les classant : 

*  par ordre alphabétique de leur **nom de famille** (critère principal), 
*  puis par **date** du plus récent au plus ancien (critère secondaire).

Quel mot apparaît à la verticale dans la colonne ""Catégorie"" entre **les lignes 200 et 209** (en-tête compris) ?",2.965602159500122,2.141901016235352,QROC,,False,e-preuve,mots
485,3.4,@exécuterAlgo,skill2HxSPYEBRk70zK,2,challenge1oMlGAUN9LPpax,"Le pion est dans la case C3 du tableau ci-dessous.

Le schéma décrit l’algorithme de déplacement du pion, case par case.

Dans quelle case le pion arrive-t-il ?",-0.3272387385368347,1.3495067358016968,QROC,,False,q-situation,petit
486,5.2,@environnementTravail,recLCkyzX81OcG83B,5,recyl6vIeJevqu6my,"Cliquez sur [ce lien](https://epreuves.pix.fr/copier-coller-texte/copier-coller-texte.html?lang=fr#0009097e0000005201030101070901030151).

En n'utilisant que le clavier, quel mot obtenez-vous ?",1.3699371814727783,1.6202096939086914,QROC,,False,e-preuve,mots
487,1.1,@rechinfo,rec9qal2FLjWysrfu,2,recZTnGUZgrglFQE3,Quelle est l'année de naissance de la joueuse de tennis **Marguerite Broquedis** ?,-0.8376165628433228,1.0316938161849976,QROC,,False,e-preuve,nombre
488,1.1,@utiliserserv,rec0aOgRFRJ1qPG0b,6,recEkUQWhTHBIgbja,"Aurélie est montée dans le métro après avoir pris cette photo sur le quai.

Elle est descendue quatre arrêts plus loin.

Selon la direction qu’elle a prise, elle peut être arrivée à deux stations différentes.

Lesquelles ?",3.3238840103149414,1.5682317018508911,QROCM-dep,,False,e-preuve,mots
489,2.4,@AAdonnées,skill1rECXb58I3VFyA,7,challenge1Y8uhO17GLIcvy,"Le terme « biais » est utilisé en intelligence artificielle pour désigner le fait que des algorithmes d’apprentissage automatique peuvent mener à des décisions inexactes, injustes, voire préjudiciables. 

Pour chacune des situations suivantes, sélectionnez le type de biais qui convient.",3.2329893112182617,1.7903597354888916,QROCM-ind,,True,q-situation,mots
490,1.3,@graphique,rec8ygbQq9CUBjeS2,4,recHK45OV1rGKpVRa,"Dans ce fichier, réalisez le graphique XY (nuage de points ou dispersion), avec les X en abscisse.

Dans le graphique, les points dessinent un nombre. Lequel ?",1.1702708005905151,1.816976308822632,QROC,,False,e-preuve,nombre
491,2.4,@IAgénéralités,skill20KuzfDKQAkgIt,3,challenge22lNNkgwLriGqQ,"Chaque jour, des millions de données sont produites à partir de différentes sources : courriers électroniques (mails), capteurs, objets connectés, etc.

Ces données sont collectées, stockées et traitées par des algorithmes d’intelligence artificielle. Elles ont beaucoup de valeur.

Quel terme anglais désigne cet ensemble de données ?",2.005650043487549,0.5287461280822754,QCU,,False,q-savoir,mots
492,1.1,@Moteur,skillR96Ob9u5Fe4nC,2,challengeRck46zdEyUFQ4,Sélectionnez un **moteur de recherche**.,-3.67066502571106,0.8937622308731079,QROC,,True,q-savoir,mots
493,1.3,@recopie,rec0hUc4c5vuk37v7,3,recbb5q6XXECaIiVM,"En recopiant la cellule A1 vers le bas (par recopie incrémentale), trouvez la date contenue dans la cellule A87.",1.240631103515625,1.7214494943618774,QROC,,False,e-preuve,mots
494,2.2,@utiliserRS,recbZos82xPmwuIKC,1,recnS18nXFT6qxWL0,"Sylvie a publié la photo ci-dessous.

Trouvez le moyen de lui dire que vous aimez sa photo, sans écrire de texte.

Que répond Sylvie ?",-1.3113188743591309,1.069959044456482,QROC,,True,e-preuve,mots
495,1.1,@utiliserserv,recPgkHUdzk0HPGt1,1,recs78UPoe0Sd5vmw,"Dans l’application de réservation ci-dessous, cherchez un billet de train :
- de **Subara**
- à **Eglian**
- pour **2 passagers**

Quel est le prix de ce billet ?",-1.6188565492630005,1.449095368385315,QROC,,True,e-preuve,nombre
496,2.4,@enjeuxGAFAM,recBd7hji2Ev2MOoF,2,reccpNCdSe6aIbPx8,"Le marché du numérique est dominé par cinq grandes entreprises américaines particulièrement puissantes.

On les appelle souvent « GAFAM ».

À quelle entreprise correspond la lettre **M** ?",-0.3608951270580292,1.5192681550979614,QROC,,False,q-savoir,mots
497,5.2,@fiche technique,skill16095Kl68S1eEf,2,challenge2gLt0nxOvOjI8n,Lequel de ces appareils est un  **smartphone** ?,-3.474992036819458,0.8381295800209045,QCU,,False,q-savoir,mots
498,1.3,@qualiData,recPqAMqugJGQgErf,3,recdyEQPidxd7f3Gu,"Maurice souhaite exploiter les résultats d'un sondage sur la pratique de la musique.

Il a des difficultés à le faire car des données ont été saisies dans des formats différents.

Dans le fichier, **2** colonnes contiennent des données qui ne sont pas au bon format. Lesquelles ?",0.8237792253494263,1.6263536214828491,QCM,,False,e-preuve,mots
499,1.3,@form_cell,recTbmuGMDxLLPi4C,4,recRpJzpGSOIx1QPJ,"Activez le renvoi automatique à la ligne pour les cellules de la première ligne.

Une phrase doit apparaître.",1.4142694473266602,1.922820210456848,QROC,,False,e-preuve,mots
500,2.3,@agendaPartage,rec1C35ATtxAcUYwO,3,rec2Nie2gBgOF81zF,"Mickaël souhaite proposer une réunion **Préparation festival** à Ivana (ivana@pixmail.org).

En utilisant [l'agenda de Mickaël](https://epreuves.pix.fr/agenda-festival/agenda-festival.html?lang=fr#605b795a645f617f7252766660060305), invitez-la **lundi de la semaine prochaine** de 10&nbsp;h à 12&nbsp;h.

Quel mot secret apparait ?
",0.2725683152675628,1.4600167274475098,QROC,,False,e-preuve,petit
501,1.1,@requete,skill1UOzchuzY8zIc3,5,challenge1fSFb5BRUpfPiG,Quelle requête écrire pour demander au moteur de recherche de présenter de préférence les pages web traitant de **éléphant** mais pas d'**éléphant de mer** ?,3.654015302658081,0.5446341633796692,QCU,,False,q-situation,mots
502,2.2,@utiliserRS,skill2qZdu5QOMnakai,3,challenge2H7ImX9wX0p9wZ,"Consultez les photos publiées sur ce [réseau social](https://epreuves.pix.fr/utiliser-rs2.html#5d4c54015719581054104b065843).

En quelques mots, donnez votre avis sur la photo publiée par **Cindy**.

Quel mot apparaît ?",-0.102694921195507,0.955488383769989,QROC,,False,e-preuve,petit
503,2.2,@utiliserRS,skill1oI3Cp5PuI1bx6,4,challengeVKaNFEecto88K,Voici l’événement de la [fête des amateurs de pain perdu](https://epreuves.pix.fr/fete-pain-perdu.html?mode=fete-amateur_1).,-1.46224045753479,0.6881585121154785,QROCM-ind,,False,e-preuve,mots
504,2.1,@contacts,skill23JBuAXm9Gmucd,1,challenge11sgiqi1RAdaIO,"Sur son téléphone, Sixtine souhaite enregistrer le numéro de son ami Adam.

Sur quelle application doit-elle cliquer ?",-2.133639097213745,1.21098792552948,QROC,,True,q-savoir,mots
505,2.2,@PartageEnLigne,skill2LPtz1dvmGJl9c,2,challengeTRT17dl4cioiw,"Osman a pris une photo avec son smartphone et il veut la partager avec ses amis.

Donnez la lettre ***ou*** le numéro de l'icône lui permettant de partager sa photo.",-2.041928291320801,1.3844033479690552,QROC,,False,q-situation,mots
506,2.1,@utiliserVisio,skill2EaLMRdjvrF8H3,4,challenge1xLdysBgmjveSR,"Vous participez à la réunion en visioconférence ci-dessous.

* Qui partage son écran ?
* Quel est le nom de la réunion ?
* Les participants peuvent-ils entendre Ambre si elle parle ?
* Quelle personne (autre que vous) a la caméra coupée ?",-0.1989426761865615,0.7138752341270447,QROCM-ind,,True,q-situation,petit
507,2.1,@gestionMails,recUaEq1tk16x66T,6,challenge1Si9MaoPUbbSG6,"Afin de ranger automatiquement ses courriers électroniques entrants, Adrien a mis en place les filtres de message ci-dessous.

Après application de ces filtres, dans quel dossier se trouve chacun des messages suivants ?",2.104952096939087,1.5806163549423218,QROCM-ind,,False,q-situation,petit
508,2.1,@canal,skill2sUHSAzRzU4tpm,4,challenge1S6vzJ17hM349t,"Dans la messagerie ci-dessous, créez un nouveau canal privé nommé Week-end.

Ajoutez Élisa, Flore et Sacha à ce canal.",-1.9309171438217163,1.418010950088501,QROC,,True,e-preuve,mots
509,4.3,@prevenirCyberviolences,skill1Cf6jQCjAquFMC,2,challenge1iJCgm2Q53OErw,"Austin possède un compte sur un réseau social.

Tout le monde peut voir et commenter ses publications.

Il veut empêcher des inconnus de le faire.

Pour cela, passez en mode **privé** son compte ci-dessous.

",-2.273736953735352,1.5351086854934692,QROC,,True,q-situation,mots
510,1.3,@calcul,recwv1Yfvlfgo5nug,3,rechr1HEouh6wCceS,"Le fichier contient le nombre de voyageurs dans 3 gares.

Dans la cellule B5, saisissez une formule qui calcule le total et se met à jour si on change une valeur du tableau.

Quel total obtenez-vous ?

Quelle formule avez-vous saisie ?",1.1823738813400269,1.557897925376892,QROCM-ind,,False,e-preuve,mots
511,2.1,@spam,skill29BhnMQTJFWQw5,4,challenge1q0ULylem8a03w,"Boubacar vient de réserver une place de concert en ligne  et attend le courrier électronique de confirmation.

Après plus de deux heures, il ne le voit toujours pas dans sa boîte de réception. 

Où le message peut-il se trouver ?",-0.4658879041671753,1.4635354280471802,QCU,,False,q-situation,mots
512,3.1,@affichageDiaporama,rec1C3ouhtisuKXSP,3,rec1JiADOcGUiPBfz,"Voici une présentation avec des animations. 

Quand on lance le diaporama, quels fruits descendent du haut de l’écran ?",0.7558628916740417,1.3428432941436768,QCM,,False,e-preuve,petit
513,2.4,@choixIdentifiant,skill1KDbLPvAyiEHaf,1,challenge2bjhr5Hw4QpnDT,"Lorsqu’on crée un compte sur un réseau social, par exemple, à quoi sert le **pseudo**&nbsp;?
",-2.524393081665039,1.0810050964355469,QCU,,False,q-situation,mots
514,2.2,@configRS,skill2Q47ErSK1Xo8Ee,2,challenge29I1V0ICv4q9ku,Que représente la photo de profil de gigasteffe sur son compte Instagram ci-dessous ?,-2.256603956222534,1.3098669052124023,QCU,,True,q-situation,mots
515,4.3,@matériaux,skill148TAEErvDOJ4d,4,challenge29uwGaBKpxNAxZ,"Parmi les affirmations suivantes à propos de la production de smartphones, lesquelles sont vraies ?",1.1342754364013672,1.133318543434143,QCM,,False,q-savoir,mots
516,2.1,@communicationAsynchrone,skill1kvO3wW1sZuryD,7,challengeLlkCfxZ3C5UYN,"Adelita a une boîte aux lettres électronique fournie par le service [mailo.com](https://www.mailo.com/fr/) qu’elle consulte habituellement via un portail de messagerie (webmail). 

Elle veut recevoir et envoyer ses courriers électroniques avec son client de messagerie habituel.

Paramétrez-le  ci-dessous pour y ajouter son compte mailo :

* adresse électronique : adelita@mailo.com
* mot de passe : vPavvCQ38Hbd§F

Quel est l’objet du courrier électronique le plus récent envoyé au compte adelita@mailo.com ?",3.020177364349365,2.6877665519714355,QROC,,True,e-preuve,mots
517,1.3,@remplir,rec0qamfwEkhED8IZ,4,recCAdj34srayVTsP,"Ninon a réalisé un tableau des  visites de la semaine dans sa boutique. 

Modifiez ce tableau pour tenir compte des changements suivants :
- elle va ouvrir le mercredi et suppose que les visites seront comme le samedi (insérez la colonne  nécessaire et donnez-lui le bon titre),
- elle veut fermer la boutique tous les jours  entre 12 et 14 heures (supprimez les lignes correspondantes).

Quel  mot secret apparait en **B12** ?",1.5461921691894531,1.7915138006210327,QROC,,False,e-preuve,mots
518,2.1,@champsCourriel,recH1pcEWLBUCqXTm,2,challenge2k8dtogEaweB9g,"Dans l’application ci-dessous, envoyez un nouveau mail :
* à : **sam@pixmail.org**
* avec l’objet : **Yoga**
* avec le message : **Le cours de yoga est annulé.**",-1.1978932619094849,1.7372620105743408,QROC,,True,e-preuve,mots
519,3.2,@couleur,rec1uyH1VBlVsVqm3,1,rec1hEeQhvBWDMveH,"Dans l’application de dessin ci-dessous, remplissez le cœur avec la couleur de votre choix.

Quel mot apparaît ?",-2.655523538589477,1.4626249074935913,QROC,,True,e-preuve,petit
520,2.1,@gestionMails,skill2Xy4MQFfb2m40f,3,challenge1qbPN2XLA65vfI,"Dans la messagerie électronique ci-dessous :

* Un message a été supprimé.
* Un message a été commencé, mais il n’a pas été envoyé.
* Un message a été envoyé à Samia.

Pour chacun de ces messages, quel est son objet ?",-0.4613793790340423,1.667370319366455,QROCM-ind,,True,q-situation,mots
521,2.1,@PJ,skill18ySWKxgaUtP6y,3,challenge1g7XXzyPUJl22g,"Vous préparez une demande de candidature à la Folie des patins.

Le message est déjà écrit. 

Joignez-y le fichier CV.pdf, puis envoyez-le. 

À quelle heure est prévu l’entretien ? ",0.3851925432682037,2.0881781578063965,QROC,,True,e-preuve,nombre
522,2.1,@conversation,skill26xctrEr4Bmcda,3,challenge2rqYBK55uTWRAb,"Retrouvez  l’information donnée par Élisa dans la messagerie ci-dessous.

Réagissez avec 👍 à son dernier message dans le canal Jeux de plateaux.",-1.7419308423995972,1.475981831550598,QROC,,True,e-preuve,mots
523,4.1,@sourcesinfection,skill2pVoo4djXHlXTp,2,challenge1kDWxhHAQdDHJF,Quelles actions sont susceptibles d’infecter un ordinateur ?,-0.6234719157218933,0.9539629817008972,QCM,,False,q-savoir,mots
524,1.1,@utiliserserv,recPgkHUdzk0HPGt1,1,rec9smER2nCfuyBSZ,"Dans l’application de réservation ci-dessous, cherchez un billet de train :
- de **Subara**
- à **Lanran**
- pour **2 passagers**

Quel est le prix de ce billet ? ",-1.5800279378890991,1.4569905996322632,QROC,,True,e-preuve,nombre
525,5.2,@environnementTravail,recX7RyCsdNV2p168,1,recVADCyinaE75mJ,Ouvrez le fichier que vous voyez sur l’écran ci-dessous.,-3.0991525650024414,1.249784231185913,QROC,,True,e-preuve,mots
526,2.1,@répondreMail,skill2r7JVIFrajBk4l,3,challenge2UynLUVzrcnXj2,"Dans la messagerie électronique ci-dessous, Armel vous a envoyé un courrier (mail) avec ses musiques préférées.

Faites suivre (transférez) ce courrier à **tom@pixmail.org** en ajoutant uniquement cette question :
> Quelle est ta préférée ?

Que répond Tom ?",0.4844527244567871,1.5903116464614868,QROC,,True,e-preuve,mots
527,2.1,@champsCourriel,skill228BQpo6ReHQ8P,3,challengeMvljAlF7SuMX3,"Dans la messagerie ci-dessous, envoyez un nouveau message à Manon (manon@pixmail.org) en mettant en copie Nina (nina@pixmail.org) :

> Objet : Colis
> 
> Bonjour, votre colis est arrivé.

Que répond Manon ?

",0.3540018200874328,2.000622034072876,QROC,,True,e-preuve,nombre
528,2.1,@répondreMail,recUDrhjEYqmfahRX,1,recMum0LJCIV2t4gJ,"Vous avez reçu un **mail** de Selma dans l’application ci-dessous.
 
Ouvrez-le.

Quel est le lieu du concert ?",-1.85693621635437,1.749916911125183,QROC,,True,e-preuve,petit
529,2.2,@configRS,recl2tGiH1aQcAVQP,4,challenge2Or6oE2fQNv7Mc,"Martine Coulignant consulte [son compte LinkedIn](https://epreuves.pix.fr/informations_linkedin.html?mode=martine-coulignant_1).

D’après les informations présentes sur la page, que peut-on dire ?",0.6335540413856506,1.1952855587005615,QROCM-ind,,False,q-situation,nombre
530,4.2,@cnil,skill1HJ3LilU80Xg5S,2,challenge2wVXwgcFpdYsUP,"Lors de nos activités numériques de tous les jours, nous fournissons des **données personnelles**.

Dans la plupart des pays, des lois existent pour encadrer l'utilisation de ces données.

Quel est le but de ces lois ?",-1.1872209310531616,0.9811608195304872,QCU,,False,q-savoir,mots
531,2.3,@utilisationCloud,rec1kFnt3fpPE6Ixe,2,rec1AIQIxV1rg6MPK,"Quentin a partagé avec vous un fichier.

Comment s'appelle ce fichier ?",-0.8163639903068542,1.2586404085159302,QROC,,True,e-preuve,mots
532,4.1,@choixmotdepasse,recgOc2OreHCosoRp,1,rec3kmyrJb1mZTFtO,"Laurie a consulté les messages du téléphone de Samantha car son code PIN était facile à deviner.

Voici l'accès à son téléphone.

Trouvez son code PIN pour répondre à la question. ",-2.7753686904907227,0.795035183429718,QROC,,True,e-preuve,mots
533,2.1,@adresseElect,skill1ZkaBhBSX3Olbf,1,challenge1oHmsq5nqNaxFd,Quel est le symbole distinctif que l’on trouve dans toute adresse mail ?,-3.715005874633789,1.2433828115463257,QCU,,False,q-savoir,mots
534,1.1,@url,recfQIxf8y4Nrs6M1,2,rec0gm0GFue3PQB3k,Vers quelle adresse web renvoie [ce lien](https://www.assemblee-nationale.fr/) ?,0.081037163734436,1.412511110305786,QROC,,False,e-preuve,phrase
535,1.1,@veille,recQWQaXfncwqbFkt,4,recZvCOG1o9lFUAMN,"Emma s'intéresse à l'actualité du cinéma d'animation. Elle a mis en œuvre des outils de veille, mais n'est pas satisfaite des résultats obtenus avec [cette alerte de recherche](https://epreuves.pix.fr/alerte.html#13084e045204594a525257585a5050115a5603550607415c525b477c78787572767a5f1c5a5453065f0e533262227b7b746572600746584a500656514b0351045d595551430d5607070f5617505156467b2c7a727323785c4f085101570d5b556163762e722062246305440d4a545256591c5353575e5a5253455f05060b070541075250477979297472762e5e4e5b5457045b53533562747e21756577360412594c5d5256504e00515e5c5a555146085500030504465d0053477a747c2672737c094a0b5101550f5a5b6567742c732762256655400d4a5d5604584e5251565d5b5c53105b530756060d41525354472e7c29702377755a4a5f5750505a5a563066737f7675667762004159485150575f4a5554575d0e545a435e565707550549545053467b7b7b21727e79094e52545257535e016061772e73706275630540504e0753075d4e530657545b5156115a5103570754455157014e7a7c7f757377785a485a0153565a5d526063707a70716a7536044859495504520b495454555c0a55504258570202540140500153417b787a7573247d5b4e5f5103560f5f566137777f72236a72620c415a4f51525758425304565a5a06534b5b0207040601400753064673792c742176295b485a5756035f09526063747b23746477370514581b555a520b4b55555f5d085401435a5307075705155455534f7b787a237a727d5b4f585457565b5f54656a767f727c637e625041514a5552575d4e5350520b5a0457465a02025702044156520347297d7c7574732f5a1e5a535654).

Paramétrez-la pour que la recherche porte sur le **cinéma d'animation** et qu’Emma soit désormais informée **chaque jour** de **tous** les articles publiés uniquement sur des **blogs** et en **français** à ce sujet.

Quel est le premier résultat affiché dans l'aperçu de l'alerte modifiée ?",2.3571176528930664,1.2361456155776978,QROC,,False,e-preuve,phrase
536,3.1,@texteRobuste,recjKYskm2X77c9FT,3,recJiFl88d5xwosGN,"Dans le document à télécharger, Léa a utilisé 2 méthodes différentes pour centrer le nom des continents.

Lesquels sont centrés correctement ?",0.9426199197769164,1.3448176383972168,QCM,,False,e-preuve,mots
537,2.1,@adresseElect,skill1ZkaBhBSX3Olbf,1,challenge1wmEMY3NUakdCs,Quel est le symbole distinctif que l’on trouve dans toute adresse mail ?,-3.632547616958618,1.2755810022354126,QCU,,False,q-savoir,mots
538,4.1,@choixmotdepasse,recb0ZHKckwrnZeb8,2,recYUP1MIu2FAlJRf,"Julien s’est fait pirater son compte de messagerie car son mot de passe de 6 caractères est facile à deviner. 

Cliquez ci-dessous pour accéder à la messagerie : vous devez trouver son mot de passe.

Combien y a-t-il de messages non lus ?",-1.929167866706848,0.9052208065986632,QROC,,True,e-preuve,nombre
539,2.2,@PartageEnLigne,skill2LPtz1dvmGJl9c,2,challenge1HRet1NxFXt96y,"Osman a pris une photo avec son smartphone et il veut la partager avec ses amis.

Donnez la lettre ***ou*** le numéro de l'icône lui permettant de partager sa photo.",-2.2545390129089355,1.2999931573867798,QROC,,False,q-situation,mots
540,2.1,@champsCourriel,skill228BQpo6ReHQ8P,3,challenge2sHh0VVB4gz8JX,"Dans la messagerie ci-dessous, envoyez un nouveau message à Manon (manon@pixmail.org) en mettant en copie Nina (nina@pixmail.org) :

> Objet : Colis
> 
> Bonjour, votre colis est arrivé.

Que répond Manon ?

",0.3334440290927887,1.908604979515076,QROC,,True,e-preuve,nombre
541,5.2,@http,rec1RZm28YJvgglSl,6,recZX7ej8nu0Jp9M,"Apolline est en train de naviguer sur le web.

Des messages respectant le protocole HTTP sont échangés entre son navigateur et le site qu’elle visite.

D’après les extraits ci-dessous, que peut-on affirmer de cet échange ?",3.925837755203247,0.813301146030426,QCM,,True,q-situation,mots
542,5.2,@internet,recLhoHrPvoZ4EAK,7,rec148R82dCnweF8r,"Pour aller d'une machine à une autre sur Internet, les données circulent sous forme de paquets.

Le tableau ci-dessous montre une partie de l'en-tête d'un de ces paquets.

<div>
    <style>
        #editor_table {
            border-collapse: collapse;
            text-align: center;
            /* margin-left: 50px; */
            margin-bottom: 12px;
            font-size: smaller;
        }

        #editor_table th {
            color: white;
            text-align: center;
            background: #585F75;
            border: 1px solid black;
            padding: 6px
        }

        #editor_table td {
            text-align: center;
            border: 1px solid black;
            padding: 5px
        }

        #editor_table .vide {
            border: none;
            width: 20px
        }

        #editor_table .gris {
            background: #DFE1E6;
        }
    </style>
    <table id=""editor_table"">
        <tr>
            <td>0</td>
            <td>1</td>
            <td>2</td>
            <td>3</td>
            <td>4</td>
            <td>5</td>
            <td>6</td>
            <td>7</td>
            <td>8</td>
            <td>9</td>
            <td>10</td>
            <td>11</td>
            <td>12</td>
            <td>13</td>
            <td>14</td>
            <td>15</td>
            <td>16</td>
            <td>17</td>
            <td>18</td>
            <td>19</td>
            <td>20</td>
            <td>21</td>
            <td>22</td>
            <td>23</td>
            <td>24</td>
            <td>25</td>
            <td>26</td>
            <td>27</td>
            <td>28</td>
            <td>29</td>
            <td>30</td>
            <td>31</td>
        </tr>
        <tr>
            <td colspan=""4"">Version : 4</td>
            <td colspan=""4"" class=""gris""> </td>
            <td colspan=""8"" class=""gris""> </td>
            <td colspan=""16"" class=""gris""> </td>
        </tr>
        <tr>
            <td colspan=""16"">Identification&nbsp;: 0x0012</td>
            <td colspan=""3"">Indicateur&nbsp;: 001</td>
            <td colspan=""13"">Fragment offset&nbsp;: 0</td>
        </tr>
        <tr>
            <td colspan=""8"">Durée de vie : 64</td>
            <td colspan=""8"">Protocole : 6</td>
            <td colspan=""16"">Somme de contrôle de l'en-tête : 0xc191</td>
        </tr>
        <tr>
            <td colspan=""32"">37.49.236.1</td>
        </tr>
        <tr>
            <td colspan=""32"">83.167.55.47</td>
        </tr>
        <tr>
            <td colspan=""32"" class=""gris""></td>
        </tr>
    </table>
</div>

Répondez aux questions.",4.271065711975098,0.5971306562423706,QROCM-ind,,False,q-situation,mots
543,1.3,@calcul,recJKLhRCjl9zizHr,2,rec1eNFO6dux8BUKz,"Anna wants to calculate the total number of croissants and brioches.
 
 She has started typing a formula in C2. Complete it.",-0.3968768119812011,1.7723313570022583,QROC,,True,e-preuve,mots
544,5.1,@ouvertureFichiers,rectZKS13rdkqxHer,4,challenge2jRgr65t6GnJHP,"Ouvrez ce fichier **avec un éditeur de texte simple** (Bloc-notes, TextEdit, gedit, etc.) pour y découvrir le nom d’un objet.",-0.2670751214027405,1.3412292003631592,QROC,,False,e-preuve,petit
545,1.1,@eval,skill1QAVccgLO16Rx8,2,challengeR7l07d1nkjA51,Qui a écrit l’article ci-dessous ?,-0.6473625302314758,1.2098215818405151,QCU,,False,e-preuve,mots
546,5.1,@ouvertureFichiers,rectZKS13rdkqxHer,4,challenge2IJYox7DVTBLtX,"Ouvrez ce fichier **avec un éditeur de texte simple** (Bloc-notes, TextEdit, gedit, etc.) pour y découvrir le nom d’un objet.",-0.2739604115486145,1.3429179191589355,QROC,,False,e-preuve,petit
547,1.3,@form_nb,recPLREwTLP8MZ7Ib,6,recSVrvEAOSSdjlIr,"Faites en sorte que la cellule A1 affiche **exactement** ce qui est montré sur cette image.

Quel mot apparaît en B1 ?",1.787726879119873,1.8814561367034912,QROC,,False,e-preuve,petit
548,5.2,@environnementTravail,recxtb5aLs6OAAKIg,2,rec9F9aCzmHlAHFwu,"Affichez les propriétés du fichier que vous voyez sur l’écran ci-dessous.

Qui est l’auteur du fichier ?",0.1215887442231178,1.1173375844955444,QROC,,True,e-preuve,petit
549,1.2,@propFichier,recds4E6EixYpRGB4,5,rec1Sb2PYVJ9PJh7n,"Cette photo n’a pas été prise cette année.

Trouvez la date, l'heure et avec quel modèle d'appareil photo elle a été prise.",1.737452268600464,1.824321746826172,QROCM-ind,,False,e-preuve,petit
550,1.3,@tri,reckyBHOf8yIl2UGq,3,recb5yQ06v1i6XLtv,"Le fichier contient une liste de prénoms.

Triez ce tableau par ordre alphabétique des prénoms.

Quel mot est formé par les 6 premières lettres de la colonne Code ?",1.1723783016204834,1.690043568611145,QROC,,False,e-preuve,mots
551,1.1,@url,recfQIxf8y4Nrs6M1,2,recVCY7VTNdBy37Nc,Vers quelle adresse web renvoie [ce lien](https://www.conseil-constitutionnel.fr/) ? ,-0.0820123478770256,1.452811360359192,QROC,,False,e-preuve,phrase
552,1.3,@qualiData,recPqAMqugJGQgErf,3,rec9sgJc1R9ndiNfM,"Maurice souhaite exploiter les résultats d'un sondage sur le sport.

Il a des difficultés à le faire car des données ont été saisies dans des formats différents.

Dans le fichier, **deux** colonnes contiennent des données qui ne sont pas au bon format. Lesquelles ?",0.8912016153335571,1.4162344932556152,QCM,,False,e-preuve,mots
553,1.3,@calcul,recjszQO60D7MR2Ht,5,recGynuQvmKqRdxAu,"Roland souhaite calculer le montant total des ventes de son magasin.

Le fichier contient, pour chaque produit, la quantité vendue et le prix unitaire.

Calculez le montant total des ventes.",1.4503179788589478,1.561265468597412,QROC,,False,e-preuve,nombre
554,1.2,@recherche,skill2lAfZIiP60Y3xM,3,challenge1kbFdxqO9SMizu,"De quelle couleur va être repeint le mur de la cuisine du restaurant Joli Rivage ?

*Cherchez dans les fichiers ci-dessous.*",-0.8680763244628906,1.4982436895370483,QROC,,True,e-preuve,mots
555,3.3,@enTetePdpage,recwgxaMO9E663PXY,3,reco6zePKzvjrQoQu,"Un mot est caché dans l’en-tête du document. 

Pour le trouver, modifiez sa couleur.",0.872208833694458,1.552868127822876,QROC,,False,e-preuve,mots
556,1.1,@sourceImage,reczOCGv8pz976Acl,2,recOGHRKlUFhUmmt2,"Jason a réalisé un photo-montage pour tromper et amuser ses camarades.

Il a modifié un élément sur une photo de Neil Armstrong marchant sur la Lune. 

Lequel ?
",-1.4094098806381226,1.3006415367126465,QROC,,False,q-situation,petit
557,2.1,@champsCourriel,skill1UTtoh8IfZzhC2,4,challenge2o32uI7P6Ho2vK,"Vous êtes un policier infiltré dans la mafia dirigée par Al Capone.

Dans la messagerie ci-dessous, **envoyez le courrier électronique** suivant à Al Capone (alcapone@pixmail.org) en mettant **secrètement** en copie votre collègue policière Tatiana (tatiana@pixmail.org) :

> Objet : Opération Commando
> 
> Lancement des opérations à 20h. Qui viendra avec toi ?

Que répond Al Capone ?",0.4796808063983917,2.1927177906036377,QROC,,True,e-preuve,mots
558,1.3,@form_cell,recTbmuGMDxLLPi4C,4,recMTq402jLTWmqki,"Activez le renvoi automatique à la ligne pour les cellules de la première ligne.

Une phrase doit apparaître.",1.443203687667847,1.8700406551361084,QROC,,False,e-preuve,mots
559,1.1,@sourceImage,rec6nFUI1Pxrd74NV,5,rec1TviFGXFQr3z8i,"Frédéric cherche à faire le buzz sur les réseaux sociaux.

Il a ajouté une image de manchots sur une image de plage.

Retrouvez l'image originale de la plage.

Que cachent les manchots ?",2.104119777679444,0.7940793037414551,QROC,,False,e-preuve,petit
560,1.2,@fichier,skill1PgBKnEwg8zDh7,5,challenge1d8eeyq4jTZ7S1,"La **désignation exacte d’un fichier** permet de le localiser précisément dans un système informatique. Elle est composée du chemin d’accès, du nom et de l’extension du fichier.

Quelle est la **désignation exacte** du fichier sélectionné dans l’illustration ci-dessous ?",2.30295991897583,1.8948373794555664,QROCM-ind,,False,q-situation,petit
561,1.1,@requete,rec1xAgCoZux1Lxq8,2,rec1GjeWe4qfLa9VK,"Waël a fait une recherche sur internet.

Il a obtenu [ces résultats](https://epreuves.pix.fr/recherche/recherche.html?mode=2619cd&lang=fr).

Quels sont les **trois mots-clés** que Waël a tapés ?",-0.4267009794712066,1.4304461479187012,QROC,,False,e-preuve,mots
